ID,TITLE,URL,PUBLISHER,CATEGORY,STORY,HOSTNAME,TIMESTAMP
7662,Migraine headband gains FDA approval,http://www.spokesman.com/stories/2014/mar/12/migraine-headband-gains-fda-approval/,The Spokesman Review,m,d4gL7pOI6zok1lMAtmNH143noFP8M,www.spokesman.com,1394620616881
7663,FDA Approves Anti-migraine Device,http://newstonight.co.za/content/fda-approves-anti-migraine-device,News Tonight Africa,m,d4gL7pOI6zok1lMAtmNH143noFP8M,newstonight.co.za,1394620617066
7664,US approves electric headband to prevent migraine,http://profit.ndtv.com/news/international-business/article-us-approves-electric-headband-to-prevent-migraine-382754,NDTV,m,d4gL7pOI6zok1lMAtmNH143noFP8M,profit.ndtv.com,1394620617226
7665,FDA Approves First Medical Migraine Prevention Device,http://www.hngn.com/articles/26321/20140312/fda-approves-first-medical-migraine-prevention-device.htm,Headlines \& Global News,m,d4gL7pOI6zok1lMAtmNH143noFP8M,www.hngn.com,1394620617419
7666,FDA approves first device to prevent migraine headaches,http://www.foxnews.com/health/2014/03/12/fda-approves-electric-headband-to-prevent-migraine/,Fox News,m,d4gL7pOI6zok1lMAtmNH143noFP8M,www.foxnews.com,1394620617621
7667,FDA Approves Electrical Headband For Migraine Treatment,http://www.ordoh.com/2014/03/fda-approves-electrical-headband-migraine-treatment/,Ordoh News,m,d4gL7pOI6zok1lMAtmNH143noFP8M,www.ordoh.com,1394620617831
7668,FDA Approves Marketing Of First Medical Device To Prevent Migraine Headaches,http://www.rttnews.com/2284519/fda-approves-marketing-of-first-medical-device-to-prevent-migraine-headaches.aspx\?type=bn&amp;utm_source=google&amp;utm_campaign=sitemap,RTT News,m,d4gL7pOI6zok1lMAtmNH143noFP8M,www.rttnews.com,1394620617980
7669,FDA backs headband for migraines,http://www.bostonglobe.com/business/technology/2014/03/11/fda-approves-electric-headband-prevent-migraine/emPdoo0VurLpYxVUYJAvdM/story.html,Boston Globe,m,d4gL7pOI6zok1lMAtmNH143noFP8M,www.bostonglobe.com,1394620618165
7670,Device Approved by FDA to Help With Migraines,http://technewsperk.com/device-approved-by-fda-to-help-with-migraines/71/,Technology Perk,m,d4gL7pOI6zok1lMAtmNH143noFP8M,technewsperk.com,1394620618351
7671,"Electric Headband for Migraine Prevention, FDA Approves First Medical Device  ...",http://www.fashiontimes.com/articles/3449/20140311/migraine-prevention-electric-headband-fda-approves.htm,Fashion Times,m,d4gL7pOI6zok1lMAtmNH143noFP8M,www.fashiontimes.com,1394620618503
7672,FDA Approves Migraine Treatment Device,http://www.nasdaq.com/article/fda-approves-migraine-treatment-device-20140311-01318,NASDAQ,m,d4gL7pOI6zok1lMAtmNH143noFP8M,www.nasdaq.com,1394620618681
7673,Medical device for migraine prevention OK'd,http://www.kspr.com/news/health/Medical-device-for-migraine-prevention-OK-d/21051714_24928810,KSPR,m,d4gL7pOI6zok1lMAtmNH143noFP8M,www.kspr.com,1394620618932
7674,FDA Approves Headband Device for Migraine,http://www.medpagetoday.com/Neurology/Migraines/44725,MedPage Today,m,d4gL7pOI6zok1lMAtmNH143noFP8M,www.medpagetoday.com,1394620619126
7675,FDA Approves First Device to Prevent Migraines,http://americannewsreport.com/nationalpainreport/fda-approves-first-device-prevent-migraines-8823248.html,American News Report,m,d4gL7pOI6zok1lMAtmNH143noFP8M,americannewsreport.com,1394620619319
7676,FDA approves first device to prevent migraine,http://news.xinhuanet.com/english/health/2014-03/12/c_133178595.htm,Xinhua,m,d4gL7pOI6zok1lMAtmNH143noFP8M,news.xinhuanet.com,1394620619513
7677,The First Ever Migraine Headband Approved By The FDA,http://americanlivewire.com/2014-03-11-first-ever-migraine-headband-approved-fda/,American Live Wire,m,d4gL7pOI6zok1lMAtmNH143noFP8M,americanlivewire.com,1394620619712
7678,US FDA approves electric headband to prevent migraine,http://economictimes.indiatimes.com/articleshow/31863575.cms,Economic Times,m,d4gL7pOI6zok1lMAtmNH143noFP8M,economictimes.indiatimes.com,1394620619955
7679,"Cefaly, device for migraine pain relief, gets FDA ok",http://www.theglobaldispatch.com/cefaly-device-for-migraine-pain-relief-gets-fda-ok-52772/,The Global Dispatch,m,d4gL7pOI6zok1lMAtmNH143noFP8M,www.theglobaldispatch.com,1394620620200
7680,High-tech electronic headband may help prevent migraines,http://news.cnet.com/8301-17938_105-57620201-1/high-tech-electronic-headband-may-help-prevent-migraines/,CNET \(blog\),m,d4gL7pOI6zok1lMAtmNH143noFP8M,news.cnet.com,1394620620367
2187,George Zimmerman Signed Autographs At Florida Gun Show,http://blogs.browardpalmbeach.com/pulp/2014/03/george_zimmerman_signed_autogr.php,New Times Broward-Palm Beach \(blog\),e,d7RBEwyH92gFSrMjpl764nNfewB0M,blogs.browardpalmbeach.com,1394517157442
2188,George Zimmerman's bloody autograph,http://www.washingtonpost.com/blogs/post-partisan/wp/2014/03/10/george-zimmermans-bloody-autograph/,Washington Post \(blog\),e,d7RBEwyH92gFSrMjpl764nNfewB0M,www.washingtonpost.com,1394517157619
2189,"George Zimmerman signs autographs, poses for pictures with supporters at  ...",http://thecelebritycafe.com/feature/2014/03/george-zimmerman-signs-autographs-poses-pictures-supporters-orlando-gun-show,TheCelebrityCafe.com,e,d7RBEwyH92gFSrMjpl764nNfewB0M,thecelebritycafe.com,1394517157846
2190,George Zimmerman Signs Autographs at Gun Show Like He's a Hero (VIDEO),http://thestir.cafemom.com/in_the_news/169435/george_zimmerman_signs_autographs_at,The Stir,e,d7RBEwyH92gFSrMjpl764nNfewB0M,thestir.cafemom.com,1394517158038
2191,"'Celebrity' Zimmerman signs autographs at gun show; America, we have a  ...",http://www.allvoices.com/contributed-news/16685741-guest-of-honor-zimmerman-signs-autographs-at-gun-show-america-we-have-a-problem-video,allvoices,e,d7RBEwyH92gFSrMjpl764nNfewB0M,www.allvoices.com,1394517158257
2192,George Zimmerman Was The Special Guest At A Florida Gun Show,http://hiphopwired.com/2014/03/10/george-zimmerman-special-guest-florida-gun-show/,Hip-Hop Wired,e,d7RBEwyH92gFSrMjpl764nNfewB0M,hiphopwired.com,1394517158484
2193,"George Zimmerman Signs Autographs At Gun Show, Says 'There's No Need To  ...",http://latino.foxnews.com/latino/news/2014/03/10/george-zimmerman-signs-autographs-at-gun-show-says-there-no-need-to-be-angry/,Fox News Latino,e,d7RBEwyH92gFSrMjpl764nNfewB0M,latino.foxnews.com,1394517158634
2194,Disgraceful: Zimmerman Signs Autographs at Gun Show,http://www.ringoffireradio.com/2014/03/disgraceful-zimmerman-signs-autographs-gun-show/,Ring of Fire,e,d7RBEwyH92gFSrMjpl764nNfewB0M,www.ringoffireradio.com,1394517158818
2195,See What George Zimmerman Is Doing For Money Now,http://politix.topix.com/news/10863-see-what-george-zimmerman-is-doing-for-money-now,Politix,e,d7RBEwyH92gFSrMjpl764nNfewB0M,politix.topix.com,1394517158971
2196,George Zimmerman signs fan autographs as 'guest of honour' at gun show in  ...,http://www.independent.co.uk/news/people/news/george-zimmerman-signs-fan-autographs-as-guest-of-honour-at-gun-show-in-florida-9181719.html,The Independent,e,d7RBEwyH92gFSrMjpl764nNfewB0M,www.independent.co.uk,1394517159247
2197,George Zimmerman Was the Celebrity Guest at a Florida Gun Show,http://nymag.com/daily/intelligencer/2014/03/george-zimmerman-was-gun-shows-celebrity-guest.html,New York Magazine,e,d7RBEwyH92gFSrMjpl764nNfewB0M,nymag.com,1394517159474
2198,"George Zimmerman Was the ""Guest of Honor"" at a Florida Gun Show",http://gawker.com/george-zimmerman-was-the-guest-of-honor-at-a-florida-1540376030,Gawker,e,d7RBEwyH92gFSrMjpl764nNfewB0M,gawker.com,1394517159667
2199,Zimmerman signs autographs at gun show,http://www.whas11.com/news/national/Zimmerman-signs-autographs-at-gun-show-249283321.html,WHAS 11.com \(subscription\),e,d7RBEwyH92gFSrMjpl764nNfewB0M,www.whas11.com,1394517159843
2200,George Zimmerman is 'guest of honor' at Florida gun show,http://www.upi.com/Odd_News/2014/03/10/George-Zimmerman-is-guest-of-honor-at-Florida-gun-show/1801394457033/,UPI.com,e,d7RBEwyH92gFSrMjpl764nNfewB0M,www.upi.com,1394517160054
2201,Man Who Got Away With Murder Signs Autographs at Gun Show,http://hypervocal.com/news/2014/zimmerman-gun-show/,HyperVocal,e,d7RBEwyH92gFSrMjpl764nNfewB0M,hypervocal.com,1394517160487
2202,Infamous George Zimmerman signs autographs at The Arms Room on Saturday,http://www.examiner.com/article/infamous-george-zimmerman-signs-autographs-at-the-arms-room-on-saturday\?cid=rss,Examiner.com,e,d7RBEwyH92gFSrMjpl764nNfewB0M,www.examiner.com,1394517160638
2203,George Zimmerman Was the 'Special Guest' at a Florida Gun Show,http://www.thewire.com/national/2014/03/george-zimmerman-was-special-guest-florida-gun-show/358975/,The Wire,e,d7RBEwyH92gFSrMjpl764nNfewB0M,www.thewire.com,1394517160841
2204,George Zimmerman appearance at Florida gun show draws blanks,http://www.rawstory.com/rs/2014/03/09/george-zimmerman-appearance-at-florida-gun-show-draws-blanks/,Raw Story,e,d7RBEwyH92gFSrMjpl764nNfewB0M,www.rawstory.com,1394517161092
2205,George Zimmerman interviewed at Orlando gun shop,"http://www.orlandosentinel.com/news/local/trayvon-martin/os-george-zimmerman-interview-fox-20140308,0,4473523.story",Orlando Sentinel,e,d7RBEwyH92gFSrMjpl764nNfewB0M,www.orlandosentinel.com,1394517161336
2206,Exclusive: George Zimmerman speaks with Fox 35 News,http://www.myfoxorlando.com/story/24923386/george-zimmerman-speaks-with-fox-35-news,MyFoxOrlando.com,e,d7RBEwyH92gFSrMjpl764nNfewB0M,www.myfoxorlando.com,1394517161520
5412,"Sprint and T-Mobile should expand coverage, studies show",http://www.ecumenicalnews.com/article/sprint-and-t-mobile-should-expand-coverage-studies-show-22788,Ecumenical News,t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,www.ecumenicalnews.com,1394582609097
5413,Softbank's CEO Wants to Take Over the World — and T-Mobile Is Next,http://mashable.com/2014/03/11/softbanks-ceo-charlie-rose/,Mashable,t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,mashable.com,1394582609248
5414,"SoftBank chief woos US, with T-Mobile in view",http://www.businesstimes.com.sg/breaking-news/world/softbank-chief-woos-us-t-mobile-view-20140312,Business Times \(subscription\),t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,www.businesstimes.com.sg,1394582609416
5415,Softbank boss promises 'massive price war' if he can buy T-Mobile US,http://www.theregister.co.uk/2014/03/11/softbank_boss_promises_massive_price_war_if_he_can_buy_tmobile/,Register,t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,www.theregister.co.uk,1394582609703
5416,Sprint Chairman Son Vows Price War If T-Mobile Deal Approved,http://www.sfgate.com/business/bloomberg/article/Sprint-Chairman-Son-Vows-Price-War-If-T-Mobile-5308064.php,San Francisco Chronicle,t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,www.sfgate.com,1394582609894
5417,SoftBank's Son Pitches 'Alternative' for Faster US Broadband,http://www.businessweek.com/news/2014-03-11/softbank-s-son-pitches-alternative-for-faster-u-dot-s-dot-broadband,Businessweek,t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,www.businessweek.com,1394582610097
5418,SoftBank's Son Pitches New Option for Fast U.S. Internet,http://www.bloomberg.com/news/2014-03-11/softbank-s-son-pitches-new-option-for-fast-u-s-internet.html,Bloomberg,t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,www.bloomberg.com,1394582610290
5419,We can increase web speeds tenfold: SoftBank CEO,http://www.cnbc.com/id/101483879,CNBC.com,t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,www.cnbc.com,1394582610492
5420,"SoftBank CEO Pans U.S. Wireless Market, Appoints New Regulatory Chief",http://www.wirelessweek.com/news/2014/03/softbank-ceo-pans-us-wireless-market-appoints-new-regulatory-chief,Wireless Week,t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,www.wirelessweek.com,1394582610694
5421,UPDATE 1-SoftBank CEO says Sprint could shake up US 'oligopoly',http://in.reuters.com/article/2014/03/11/softbank-son-tmobile-idINL3N0M83YI20140311,Reuters,t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,in.reuters.com,1394582610911
5422,Sprint Chairman Wants to Unleash a “Massive Price War” If they Can Buy T-Mobile,http://www.androidheadlines.com/2014/03/sprint-chairman-wants-unleash-massive-price-war-can-buy-t-mobile.html,Android Headlines - Android News,t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,www.androidheadlines.com,1394582611105
5423,"SoftBank chief woos US, with T-Mobile in view (Update)",http://phys.org/news/2014-03-softbank-chief-woos-t-mobile-view.html,Phys.Org,t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,phys.org,1394582611315
5424,SoftBank CEO: US mobile broadband industry needs more competition,http://www.computerworld.com/s/article/9246891/SoftBank_CEO_US_mobile_broadband_industry_needs_more_competition,Computerworld,t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,www.computerworld.com,1394582611559
5425,Sprint Chairman slams U.S. wireless market,http://thehill.com/blogs/hillicon-valley/technology/200486-sprint-chairman-slams-us-wireless-market,The Hill \(blog\),t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,thehill.com,1394582611826
5426,NJ's Bruce Gottlieb joins SoftBank,http://www.politico.com/blogs/media/2014/03/njs-bruce-gottlieb-joins-softbank-184926.html,Politico \(blog\),t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,www.politico.com,1394582612020
5427,Sprint's Son Pitches Skeptical Washington on Competition,http://recode.net/2014/03/11/sprints-son-pitches-skeptical-washington-on-competition/,Re\/code,t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,recode.net,1394582612205
5428,SoftBank's Son: new meeting with regulators 'necessary' on merger,http://au.news.yahoo.com/technology/a/21930917/softbanks-son-new-meeting-with-regulators-necessary-on-merger/,Yahoo\!7 News,t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,au.news.yahoo.com,1394582612389
5429,SoftBank CEO: U.S. mobile broadband needs to be back on top,http://www.pcworld.com/article/2107020/softbank-ceo-son-us-mobile-broadband-industry-needs-more-competition.html,PCWorld,t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,www.pcworld.com,1394582612616
5430,"Son: 'Price war' after Sprint/T-Mobile merger would benefit consumers, networks",http://www.bizjournals.com/kansascity/news/2014/03/11/son-price-war-after-sprint-t-mobile-merger-would.html,Kansas City Business Journal,t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,www.bizjournals.com,1394582612827
5431,SoftBank CEO Son: US mobile broadband industry needs more competition,http://www.pcadvisor.co.uk/news/tech-industry/3506197/softbank-ceo-son-us-mobile-broadband-industry-needs-more-competition/,PC Advisor,t,digRyFUSraoPWuM6Zu4DdpKxUVOGM,www.pcadvisor.co.uk,1394582613020

